0.984270,0.192498,-0.649046,0.574710,-0.195639,2.416187,-1.282188,1.470019,-1.359912,-0.192738,0.307003,1.022396,0.175549,-0.511424,0.992115,-0.218149,2.371508,-1.282083,1.437359,-1.372551,-0.238439,0.687759,-0.015312,-0.197687,0.179029,0.877112,-0.828778,1.421460,-1.401856,1.449798,-0.976382,-0.117287,-0.812034,0.901093,0.423107,-0.137710,-1.166011,-0.402005,2.803930,-1.337163,1.424687,-0.072928,-0.070159,-0.435042,0.637996,-0.288532,0.272005,1.676802,-0.757830,2.399134,-1.424813,1.438529,-0.990113,4.181372,-1.235654,0.158801,   nan,-0.744037,0.431378,-0.150362,0.960384,-0.012608,-0.009894,-0.013748,-0.077296,-0.011245,-0.018807,   nan,-0.279520,0.362852,-0.605703,0.463619,-1.407163,1.522585,-0.915054,-0.219601,-0.608636,0.794546,0.330406,0.017385,-1.006239,-0.295269,1.887838,-1.227667,1.438321,-1.378233,-0.199845,-0.197257,0.129233,   nan,-0.630719,0.233788,-0.003556,0.420406,-1.289002,1.479589,-1.430736,-0.171384,-0.195532
1.130054,0.283106,-0.580906,0.700609,-0.261176,3.643268,-1.290637,1.430422,-1.321965,-0.192732,0.307003,1.057543,0.186417,-0.679240,0.992115,-0.151193,2.016263,-1.290527,1.407499,-1.335060,-0.238430,0.806821,0.025579,-0.218974,-0.253350,1.064521,-0.736754,1.074815,-1.409994,1.409524,-0.824512,-0.117330,-0.967164,1.345589,0.576726,-0.137710,1.079429,-0.498395,3.481967,-1.380037,1.404426,-0.072900,-0.069727,-0.687697,0.476016,-0.030072,0.030714,1.676802,-0.707157,2.399134,-1.424813,1.398418,-0.952937,-0.239429,-1.026350,0.365147,   nan,-0.915455,0.910014,-0.358045,1.078516,-0.012653,-0.009912,-0.013569,-0.074406,-0.011254,-0.093287,   nan,-0.227537,0.495074,-0.639870,0.387450,-1.407163,1.482904,-0.838128,-0.219749,-0.314127,1.574888,   nan,0.361925,3.153438,-0.575840,2.886199,-1.377477,1.408859,-1.018025,-0.200881,-0.672379,0.145033,   nan,-0.909840,0.233788,0.151805,0.662891,-1.322618,1.450128,-1.358182,-0.171529,-0.389117
1.166500,0.249128,-0.614976,0.826509,-0.277560,4.081511,-1.349778,1.390824,-1.246072,-0.192791,0.005155,1.075116,   nan,-0.779930,0.992115,-0.167932,1.749828,-1.298972,1.387592,-1.260079,-0.238381,0.628228,0.086915,-0.165757,-0.349434,0.689703,-0.810374,1.074815,-1.409994,1.399455,-0.824512,-0.115156,-1.199860,1.274470,   nan,-0.064872,1.453668,-0.610849,3.481967,-1.414336,1.374036,-0.072900,-0.070361,-1.003515,0.557006,0.043774,0.030714,1.520492,-0.774721,1.931504,-1.424813,1.388390,-0.841410,-0.239371,-0.921698,0.344513,   nan,-1.172582,-0.047258,-0.660130,1.432913,-0.012653,-0.009939,-0.013569,-0.074260,-0.011272,0.148773,   nan,-0.331502,0.759518,-0.605703,0.539789,-1.415062,1.463064,-0.722740,-0.219682,-0.608636,1.128978,   nan,0.051839,2.292815,-0.523233,1.788002,-1.394123,1.379398,-0.897956,-0.200797,-0.593192,0.318842,   nan,-0.847813,0.365088,0.082756,1.147862,-1.440275,1.420667,-1.249351,-0.171571,-0.647230
1.257615,0.294432,-0.546836,0.952409,-0.375866,3.555619,-1.307534,1.341327,-1.284019,-0.192748,0.156079,1.092690,   nan,-0.813493,0.682479,-0.184671,1.749828,-1.298972,1.327872,-1.222589,-0.238381,-0.205204,0.066470,-0.165757,-0.253350,1.064521,-0.847183,0.901492,-1.409994,1.328976,-0.786544,-0.114586,-0.579337,0.705515,   nan,-0.465479,1.453668,-0.530525,2.261500,-1.422911,1.313254,-0.072872,-0.069972,-0.435042,0.577254,-0.251609,-0.009502,1.676802,-0.791611,1.307997,-1.432696,1.318196,-0.804235,-0.239482,-0.503091,0.158801,   nan,-1.086873,-0.206803,-0.603489,0.605987,-0.012662,-0.009983,-0.013479,-0.074538,-0.011245,0.018433,   nan,-0.487450,-1.223815,-0.571537,0.692128,-1.430859,1.393622,-0.645814,-0.219754,-0.461382,1.091819,   nan,0.017385,2.579690,-0.610911,1.788002,-1.410768,1.330295,-0.897956,-0.200855,-0.751566,0.508451,   nan,-0.847813,0.233788,0.013706,1.390348,-1.465487,1.371565,-1.213074,-0.171559,-0.582702
1.202946,   nan,-0.580906,0.952409,   nan,2.591484,-1.349778,1.242332,-1.208125,-0.192840,-0.674003,1.092690,   nan,-0.813493,0.837297,   nan,1.838640,-1.324305,1.238291,-1.260079,-0.238466,0.151981,-0.035757,-0.272192,-0.349434,0.689703,-0.699944,0.728170,-1.442549,1.248428,-0.634674,-0.114849,-0.113945,0.474377,   nan,-0.611155,2.015028,   nan,1.990285,-1.457210,1.232212,-0.072845,-0.070202,-1.003515,0.334284,-0.374685,-0.009502,1.520492,-0.521358,1.152120,-1.479993,1.237975,-0.618356,-0.239539,-0.712395,-0.068180,-0.385104,-0.958309,-0.685439,   nan,0.133458,-0.012653,-0.010046,-0.013389,-0.078397,-0.011272,0.055673,   nan,-0.435468,0.230629,   nan,0.768297,-1.407163,1.294421,-0.684277,-0.219715,-0.535009,1.128978,   nan,0.051839,2.866564,   nan,1.887838,-1.427414,1.241911,-0.937979,-0.200875,-0.593192,0.555854,   nan,-0.630719,0.365088,   nan,1.471176,-1.457083,1.253721,-1.104242,-0.171661,-0.518174
1.221169,   nan,-0.785326,0.952409,-0.359482,1.890295,-1.358226,1.222533,-1.170179,-0.192818,-0.372155,0.881810,   nan,-0.880619,0.682479,-0.251628,1.749828,-1.391861,1.218384,-1.185098,-0.238435,-0.264735,-0.056202,-0.272192,   nan,0.877112,-0.736754,0.728170,-1.466966,1.177949,-0.596706,-0.114858,-0.269076,0.314359,   nan,-0.647573,1.266548,-0.434135,1.719071,-1.500084,1.191691,-0.072789,14.306163,-1.445661,0.233046,-0.165455,0.553511,1.520492,-0.757830,1.152120,-1.511525,1.177809,-0.469654,-0.239252,-0.607743,0.014358,   nan,0.027346,-0.047258,-0.754531,1.078516,-0.012644,-0.010109,-0.013389,-0.074406,-0.011281,0.111533,   nan,-0.123572,0.362852,-0.674037,0.692128,-1.486147,1.234900,-0.607352,-0.219835,-0.535009,1.054660,   nan,-0.120431,2.579690,-0.645982,1.887838,-1.435736,1.182988,-0.857933,-0.200610,-0.751566,0.682260,   nan,-0.568693,0.627687,-0.331541,1.390348,-1.482295,1.224259,-1.104242,-0.171450,-0.840816
1.221169,0.226476,-0.683116,1.204209,-0.441404,1.714998,-1.484956,1.163137,-1.056339,-0.192694,-0.900390,0.952103,   nan,-0.578550,0.837297,-0.435757,2.549131,-1.459417,1.148711,-1.035136,-0.238359,-1.038637,-0.056202,-0.250905,-0.397476,0.689703,-0.699944,0.728170,-1.483243,1.147743,-0.824512,-0.114718,-0.734468,0.154340,-0.274085,-0.501898,1.079429,-0.466265,2.261500,-1.491510,1.151169,-0.072775,-0.069512,-1.066679,0.131809,-0.350070,-0.250793,1.207871,-0.690266,1.152120,-1.558823,1.147726,-0.283775,-0.239287,-0.921698,-0.150719,-0.450492,-0.401200,0.112287,-0.452447,1.905442,-0.012662,-0.010145,-0.013479,-0.074300,-0.011290,0.279114,   nan,0.136341,0.891740,-0.708204,1.072975,-1.430859,1.195219,-0.761203,-0.219572,-0.755891,0.887444,   nan,-0.120431,2.436252,-0.733661,1.588329,-1.419091,1.143706,-0.897956,-0.199252,-0.593192,0.856069,   nan,-0.475652,0.758987,-0.366065,1.713662,-1.507507,1.165337,-1.067965,-0.171462,-0.969872
1.294061,0.260454,-0.342416,1.204209,-0.605247,1.802646,-1.569442,1.163137,-0.904552,-0.192786,-0.674003,1.162983,0.240758,0.260530,1.611388,-0.820755,2.637942,-1.569196,1.168617,-0.810193,4.191592,-1.276760,0.005134,-0.197687,-0.157265,1.064521,-0.847183,0.901492,-1.540215,1.137675,-0.596706,-0.116594,-1.044730,0.332139,-0.096833,-0.246966,1.453668,-0.626914,2.939537,-1.517234,1.161300,-0.072747,-0.069224,-1.066679,0.091314,-0.288532,-0.210578,1.051561,-0.740939,0.840366,-1.582472,1.147726,-0.060721,-0.239221,-0.189135,0.261974,0.007224,0.284473,0.910014,-0.679010,4.149957,-0.012698,-0.010136,-0.013210,-0.075347,-0.011290,0.353594,   nan,0.604185,1.023963,-0.879037,1.072975,-1.501944,1.195219,-0.415037,-0.219706,-0.682263,1.017501,   nan,-0.051523,2.723127,-0.751196,2.087510,-1.477350,1.163347,-0.817910,-0.200818,-0.909940,0.871869,   nan,-0.320585,0.890286,-0.504164,1.713662,-1.549527,1.175158,-0.959134,-0.171384,-0.840816
   nan,   nan,   nan,   nan,   nan,   nan,-1.662377,1.202734,-0.790712,-0.192775,-1.051314,1.373862,   nan,0.327656,1.921024,-0.870972,2.726754,-1.602974,1.188524,-0.847683,4.191592,-1.276760,0.148251,-0.027391,0.275113,1.251930,-1.031232,0.901492,-1.605325,1.167880,-0.065160,-0.114700,-0.889599,0.474377,0.009518,0.117222,2.015028,-0.835758,3.481967,-1.551533,1.171430,-0.072706,-0.069555,-1.256170,0.091314,-0.177763,-0.210578,0.738941,-0.757830,0.684489,-1.574589,1.167781,0.162333,-0.239163,-0.084483,0.654033,0.255699,0.970146,2.345921,-0.943334,3.913692,-0.012743,-0.010109,-0.012851,-0.075904,-0.011290,0.446694,0.163951,0.812116,1.156185,-0.913204,1.149145,-1.588826,1.205139,-0.222723,-0.219773,-0.903145,0.943183,   nan,-0.051523,2.723127,-0.751196,1.887838,-1.493996,1.182988,-0.857933,-0.200875,-0.514005,0.935072,   nan,-0.134505,1.021586,-0.607738,2.036976,-1.541123,1.184978,-0.850303,-0.171511,-0.195532
   nan,   nan,   nan,   nan,   nan,   nan,-1.341329,1.202734,-1.056339,-0.192673,-0.372155,1.426582,   nan,0.226967,-1.020521,-0.804016,3.348434,-1.349639,1.198478,-0.922664,4.191592,-1.276760,0.434485,0.089687,0.323155,1.814158,-1.012827,1.768105,-1.458827,1.177949,-0.634674,-0.114858,-1.044730,0.349918,   nan,-0.174129,1.640788,-0.707239,3.075145,-1.414336,1.171430,-0.072761,-0.069440,-1.256170,0.253294,0.043774,-0.250793,1.051561,-0.707157,1.307997,-1.322334,1.187837,-0.283775,-0.239367,-0.189135,0.654033,   nan,0.627310,-1.004530,-0.773411,5.685677,-0.012590,-0.010118,-0.013389,-0.074193,-0.011245,0.744615,0.514100,0.968064,1.552851,-0.879037,1.682331,-1.399265,1.215059,-0.645814,-0.218481,-0.829518,0.943183,   nan,-0.120431,2.579690,-0.628447,1.688165,-1.385800,1.192808,-0.857933,-0.200813,-0.593192,1.124682,   nan,-0.072478,1.284185,-0.607738,2.279461,-1.364638,1.184978,-1.031688,-0.171162,-0.905344
